stationName,stationId,chargerId,chargerType,address,latitude,longitude,useTime,businessId,bnm,businessName,businessCall,status,statUpdDt,lastTsdt,lastTedt,output,method,zcode,zscode,kind,kindDetail,parkingFree,limitYn
종묘 공영주차장,ME000001,1,DC 차 데모 + AC 3상,서울특별시 종로구 종로 157,37.571076,126.99588,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-03-16 14:43,2021-10-28 0:27,2021-10-28 0:46,50,단독,11,11110,B0,B001,무료,제한 없음
세종로 공영주차장,ME000002,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 종로구 세종대로 189,37.573611,126.976011,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-08-31 22:43,2021-08-26 2:38,2021-08-26 3:04,50,단독,11,11110,B0,B001,무료,제한 없음
그랜드앰배서더 서울,ME000003,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 중구 동호로 287,37.559352,127.00235,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 10:33,2021-09-05 21:48,2021-09-05 22:18,50,단독,11,11140,E0,E003,유료,제한 없음
한강진역 공영주차장,ME000004,1,DC 차 데모 + AC 3상,서울특별시 용산구 한남동 산10-84,37.540085,127.002804,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 9:53,2021-09-03 9:05,2021-09-03 9:35,50,단독,11,11170,B0,B001,무료,제한 없음
마장동사무소 앞(공중전화부스),ME000006,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 성동구 마장동 808,37.5660935,127.0455256,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-23 16:38,2022-08-11 8:59,2022-08-11 9:21,50,단독,11,11200,G0,G003,유료,제한 없음
청량리롯데백화점,ME000007,1,DC 차 데모 + AC 3상,서울특별시 동대문구 왕산로 214,37.58065,127.047938,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-10-25 11:33,2021-10-23 18:55,2021-10-23 18:55,50,단독,11,11230,E0,E002,유료,제한 없음
이마트 이문점,ME000008,1,DC 차 데모 + AC 3상,서울특별시 동대문구 이문로 136,37.598454,127.061848,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:08,2021-07-14 17:07,2021-07-14 17:40,50,단독,11,11230,E0,E001,유료,제한 없음
홈플러스 월곡점,ME000011,1,DC 차 데모 + AC 3상,서울특별시 성북구 화랑로 76,37.60208293,127.040024,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-29 10:38,2021-10-26 17:07,2021-10-26 17:40,50,단독,11,11290,E0,E001,유료,제한 없음
성북벤처빌딩 공영주차장,ME000012,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 성북구 장위2동 65-154,37.60936,127.053263,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 8:18,2022-08-11 8:58,50,단독,11,11290,B0,B001,유료,제한 없음
롯데마트 삼양점,ME000013,1,DC 차 데모 + AC 3상,서울특별시 강북구 삼양로 247,37.625405,127.017897,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-23 18:53,#VALUE!,2021-10-08 14:20,50,단독,11,11305,E0,E001,유료,제한 없음
이마트 은평점,ME000016,1,DC 차 데모 + AC 3상,서울특별시 은평구 은평로 111,37.60047527,126.9204741,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-09-06 10:03,2021-08-21 10:39,2021-08-21 10:40,50,단독,11,11380,E0,E001,유료,제한 없음
구파발역 환승주차장,ME000017,1,DC 차 데모 + AC 3상,서울특별시 은평구 진관동 66-30,37.63791,126.9191,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 10:28,2021-09-08 13:26,2021-09-08 14:07,50,단독,11,11380,B0,B003,무료,제한 없음
홈플러스 월드컵점,ME000018,1,DC 차 데모 + AC 3상,서울특별시 마포구 월드컵로 240,37.566685,126.898753,08:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-09-03 14:23,2021-09-03 12:52,2021-09-03 13:12,50,단독,11,11440,E0,E001,유료,제한 없음
시설관리공단 마포유수지주차장,ME000019,1,DC 차 데모 + AC 3상,서울특별시 마포구 마포대로1길 19,37.539442,126.943054,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 9:53,2021-09-07 9:46,2021-09-07 10:26,50,단독,11,11440,B0,B001,무료,제한 없음
홈플러스 목동점,ME000021,1,DC 차 데모 + AC 3상,서울특별시 양천구 목동서로 170,37.52992611,126.8736403,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-10 16:33,2021-08-09 12:14,2021-08-09 12:42,50,단독,11,11470,E0,E001,유료,제한 없음
해맞이공영주차장,ME000022,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 양천구 지양로 47,37.520062,126.834854,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 1:18,2022-08-10 21:01,2022-08-10 21:18,50,단독,11,11470,B0,B001,유료,제한 없음
홈플러스 가양점,ME000023,1,DC 차 데모 + AC 3상,서울특별시 강서구 양천로 431,37.56401856,126.8505957,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-07 15:43,2021-08-10 15:50,2021-08-10 16:27,50,단독,11,11500,E0,E001,유료,제한 없음
롯데마트 김포공항점,ME000024,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 강서구 하늘길 77,37.563453,126.803539,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-07-28 12:03,2021-07-28 11:06,2021-07-28 11:30,50,단독,11,11500,E0,E001,무료,제한 없음
메이필드호텔,ME000025,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 강서구 방화대로 94,37.546851,126.818613,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-08-10 17:28,2021-08-10 15:53,2021-08-10 16:16,50,단독,11,11500,E0,E003,유료,제한 없음
천왕역 환승주차장,ME000027,1,DC 차 데모 + AC 3상,서울특별시 구로구 오류동 174-10,37.487234,126.839153,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 10:28,2021-02-09 0:06,2021-01-20 13:00,50,단독,11,11530,B0,B003,무료,제한 없음
구로리공원 앞(공중전화부스),ME000028,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 구로구 구로동 136-14,37.4912466,126.8919514,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 11:26,2022-08-11 12:06,50,단독,11,11530,G0,G003,유료,제한 없음
홈플러스 시흥점,ME000029,1,DC 차 데모 + AC 3상,서울특별시 금천구 시흥대로 201,37.45222814,126.9009394,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:08,2019-04-27 12:46,2019-04-26 16:52,50,단독,11,11545,E0,E001,유료,제한 없음
제일모직아울렛 건너편(공중전화부스),ME000031,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 금천구 가산동 239-27,37.4744454,126.8867302,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-06-21 13:58,2022-06-21 8:22,2022-06-21 9:02,50,단독,11,11545,G0,G003,유료,제한 없음
영등포구 대신시장(공중전화부스),ME000032,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 영등포구 신길1동 116-15,37.5113404,126.9176919,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 10:25,2022-08-11 11:05,50,단독,11,11560,G0,G003,유료,제한 없음
동작주차공원 공영주차장,ME000035,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 동작구 현충로 213,37.503803,126.976775,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 10:33,2021-07-31 17:33,2021-07-31 18:13,50,단독,11,11590,B0,B001,무료,제한 없음
조원동 제1공영주차장,ME000036,1,DC 차데모 + AC 3상 + DC 콤보,서울특별시 관악구 신림동 571-6,37.481069,126.905703,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 10:46,2022-08-11 11:24,50,단독,11,11620,B0,B001,유료,제한 없음
사당역 공영주차장,ME000037,1,DC 차 데모 + AC 3상,서울특별시 서초구 과천대로 950-18,37.475256,126.982638,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 9:53,2021-09-08 16:34,2021-09-08 17:13,50,단독,11,11650,B0,B001,무료,제한 없음
이마트 양재점,ME000038,1,DC 차 데모 + AC 3상,서울특별시 서초구 매헌로 16,37.463293,127.036812,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-07 15:48,2021-07-01 21:52,2021-07-01 22:22,50,단독,11,11650,E0,E001,유료,제한 없음
수서역 공영주차장,ME000039,1,DC 차 데모 + AC 3상,서울특별시 강남구 수서동 735,37.487569,127.101016,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 9:53,2021-09-08 15:52,2021-09-08 16:30,50,단독,11,11680,B0,B001,무료,제한 없음
학여울역 공영주차장,ME000040,1,DC 차 데모 + AC 3상,서울특별시 강남구 남부순환로 3104,37.496722,127.070444,05:00~익일01:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-21 15:33,2021-10-05 18:39,2021-10-05 19:20,50,단독,11,11680,B0,B001,무료,제한 없음
롯데마트 잠실점,ME000044,1,DC 차 데모 + AC 3상,서울특별시 송파구 올림픽로 240,37.511818,127.096321,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-17 14:08,2021-11-13 13:42,2021-11-13 14:21,50,단독,11,11710,E0,E001,유료,제한 없음
이마트 명일점,ME000045,1,DC 차 데모 + AC 3상,서울특별시 강동구 고덕로 276,37.554606,127.155966,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:13,2021-07-09 10:51,2021-07-09 10:51,50,단독,11,11740,E0,E001,유료,제한 없음
홈플러스 영도점,ME000046,1,DC 차데모,부산광역시 영도구 대교로14번길 57,35.095906,129.04424,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2022-01-17 15:13,2022-01-14 14:38,2022-01-14 15:07,50,단독,26,26200,E0,E001,유료,제한 없음
이마트 문현점,ME000048,1,DC 차 데모 + AC 3상,부산광역시 남구 전포대로91번길 47,35.144356,129.064256,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-21 14:08,2021-10-18 17:07,2021-10-18 17:47,50,단독,26,26290,E0,E001,유료,제한 없음
이마트 금정점,ME000052,1,DC 차데모,부산광역시 금정구 중앙대로1841번길 24,35.24975906,129.0901501,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:13,2018-08-03 13:46,2018-08-01 14:57,50,단독,26,26410,E0,E001,유료,제한 없음
홈플러스 아시아드점,ME000055,1,DC 차 데모 + AC 3상,부산광역시 연제구 종합운동장로 7,35.19104755,129.0625057,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-21 12:53,2021-10-21 11:31,2021-10-21 12:11,50,단독,26,26470,E0,E001,유료,제한 없음
이마트 연제점,ME000056,1,DC 차 데모 + AC 3상,부산광역시 연제구 연수로 89,35.176147,129.081345,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-15 13:18,2021-11-13 20:01,2021-11-13 20:24,50,단독,26,26470,E0,E001,유료,제한 없음
기장군청,ME000061,1,DC 차데모 + AC 3상 + DC 콤보,부산광역시 기장군 기장읍 기장대로 560,35.2443,129.2232,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 10:39,2022-08-11 11:19,50,단독,26,26710,A0,A001,유료,제한 없음
성명맨션 앞(공중전화부스),ME000063,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 동구 신천3동 146-15,35.8683691,128.6232879,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-10 17:11,2022-08-10 17:51,50,단독,27,27140,G0,G003,유료,제한 없음
망우당공원 택시쉼터,ME000064,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 동구 효동로2길 93 ,35.8764164,128.6564477,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 7:04,2022-08-11 7:23,50,단독,27,27140,C0,C003,유료,제한 없음
원평치안센터(공중전화부스),ME000065,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 서구 평리3동 729-2,35.8793788,128.561858,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:43,2022-08-10 16:41,2022-08-10 17:18,50,단독,27,27170,G0,G003,유료,제한 없음
만평네거리 북편 공영주차장,ME000067,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 북구 팔달로 105 ,35.8900805,128.562145,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:43,2022-08-10 11:21,2022-08-10 11:51,50,단독,27,27230,B0,B001,유료,제한 없음
대구교통연수원,ME000069,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 수성구 무학로 203 ,35.8302242,128.6304832,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-10 14:36,2022-08-10 15:16,50,단독,27,27260,A0,A004,유료,제한 없음
성서국민체육센터,ME000071,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 달서구 선원로 133 ,35.8598646,128.5068616,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 10:04,2022-08-11 10:45,50,단독,27,27290,A0,A004,유료,제한 없음
홀마트 앞 (공중전화부스),ME000072,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 달성군 논공읍 논공로 749,35.7290522,128.445777,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:18,2020-10-25 14:59,2020-10-25 15:29,50,단독,27,27710,G0,G003,유료,제한 없음
인천공항 정부합동청사,ME000073,1,DC 차 데모 + AC 3상,인천광역시 중구 공항로424번길 47,37.440993,126.461521,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-10-04 8:08,#VALUE!,2021-09-24 12:59,50,단독,28,28110,B0,B001,무료,제한 없음
롯데마트 영종도점,ME000074,1,DC 차 데모 + AC 3상,인천광역시 중구 흰바위로 51,37.492675,126.491194,10:00~22:00,ME,환경부,환경부,1661-9408,상태미확인,2021-09-24 11:58,2021-09-24 11:24,2021-09-24 11:25,50,단독,28,28110,E0,E001,유료,제한 없음
차이나타운 주차장,ME000075,1,DC 차데모 + AC 3상 + DC 콤보,인천광역시 중구 신포로27번길 80,37.4761432,126.6183817,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:43,2022-08-10 20:05,2022-08-10 20:30,50,단독,28,28110,B0,B004,유료,제한 없음
송림체육관,ME000076,1,DC 차데모 + AC 3상 + DC 콤보,인천광역시 동구 염전로 30,37.4855897,126.6473026,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 8:28,2022-08-10 21:38,2022-08-10 22:15,50,단독,28,28140,A0,A004,유료,제한 없음
홈플러스 인하점,ME000077,1,DC 차 데모 + AC 3상,인천광역시 미추홀구 소성로 6,37.44690295,126.6505648,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-09-02 13:38,2021-09-02 13:00,2021-09-02 13:03,50,단독,28,28177,E0,E001,유료,제한 없음
이마트 연수점,ME000079,1,DC 차 데모 + AC 3상,인천광역시 연수구 경원대로 184,37.4047181,126.6819251,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-09-09 11:08,2021-09-05 15:33,2021-09-05 16:14,50,단독,28,28185,E0,E001,유료,제한 없음
홈플러스 구월점,ME000081,1,DC 차 데모 + AC 3상,인천광역시 남동구 예술로 198,37.45195982,126.7017711,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-22 14:13,2021-10-14 12:20,2021-10-14 13:00,50,단독,28,28200,E0,E001,유료,제한 없음
홈플러스 가좌점,ME000085,1,DC 차 데모 + AC 3상,인천광역시 서구 가정로151번길 11,37.497573,126.670692,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-19 12:23,2021-10-18 12:38,2021-10-18 12:52,50,단독,28,28260,E0,E001,유료,제한 없음
광주시청,ME000088,1,DC 차데모 + AC 3상 + DC 콤보,광주광역시 서구 내방로 111,35.160317,126.849815,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-08-30 17:43,2014-09-25 20:50,2014-09-25 20:50,50,단독,29,29140,A0,A001,유료,제한 없음
광주시청,ME000088,2,DC 차데모 + AC 3상 + DC 콤보,광주광역시 서구 내방로 111,35.160317,126.849815,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-08-30 17:43,2014-09-19 14:35,2014-09-19 14:35,50,단독,29,29140,A0,A001,유료,제한 없음
광주문화예술회관,ME000090,1,DC 차 데모 + AC 3상,광주광역시 북구 북문대로 60,35.177718,126.881703,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-28 11:58,2021-09-14 12:38,2021-09-14 12:51,50,단독,29,29170,A0,A004,유료,제한 없음
홈플러스 동대전점,ME000094,1,DC 차 데모 + AC 3상,대전광역시 동구 한밭대로 1282,36.353803,127.437375,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-19 10:38,2021-10-17 16:45,2021-10-17 17:25,50,단독,30,30110,E0,E001,유료,제한 없음
대전월드컵경기장,ME000096,1,DC 차데모 + AC 3상 + DC 콤보,대전광역시 유성구 월드컵대로 32,36.363604,127.32591,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:43,2022-08-10 14:01,2022-08-10 14:42,50,단독,30,30200,A0,A004,유료,제한 없음
농소2동 주민센터,ME000102,1,DC 차데모 + AC 3상 + DC 콤보,울산광역시 북구 찬샘1길 24,35.638203,129.3480953,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 11:15,2022-08-11 11:19,50,단독,31,31200,A0,A002,유료,제한 없음
홈플러스 동수원점,ME000106,1,DC 차 데모 + AC 3상,경기도 수원시 팔달구 효원로 257,37.26286532,127.0296301,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-07 15:43,2021-07-19 11:06,2021-07-19 11:07,50,단독,41,41110,E0,E001,유료,제한 없음
이마트 서수원점,ME000107,1,DC 차 데모 + AC 3상,경기도 수원시 권선구 수인로 291,37.282506,126.970137,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:23,2021-06-20 14:25,2021-06-20 14:34,50,단독,41,41110,E0,E001,유료,제한 없음
장안구청,ME000108,1,DC 차데모 + AC 3상 + DC 콤보,경기도 수원시 장안구 송원로 101,37.304438,127.010121,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 9:48,2022-08-09 1:25,2022-08-09 2:01,50,단독,41,41110,A0,A001,유료,제한 없음
롯데마트 영통점,ME000110,1,DC 차데모 + AC 3상 + DC 콤보,경기도 수원시 영통구 봉영로 1579,37.252726,127.071649,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-10 10:48,2022-08-10 11:17,50,단독,41,41110,E0,E001,유료,제한 없음
이마트 성남점,ME000111,1,DC 차 데모 + AC 3상,경기도 성남시 수정구 수정로 201,37.44396711,127.1410876,10:00~22:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-19 14:48,2021-08-24 13:00,2021-08-24 13:24,50,단독,41,41130,E0,E001,유료,제한 없음
동양컴퓨터학원 앞(공중전화부스),ME000113,1,DC 차데모 + AC 3상 + DC 콤보,경기도 성남시 중원구 중앙동 1175,37.4398788,127.1455762,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-22 17:18,2022-08-11 1:04,2022-08-11 1:44,50,단독,41,41130,G0,G003,유료,제한 없음
성남 맛고을 주차장,ME000115,1,DC 차데모 + AC 3상 + DC 콤보,경기도 성남시 분당구 야탑로 111번길 12-14,37.4119752,127.1320774,,ME,환경부,환경부,1661-9408,상태미확인,2022-04-25 1:58,2022-04-23 12:55,2022-04-23 13:35,50,단독,41,41130,B0,B004,유료,제한 없음
하나로마트 성남점,ME000116,1,DC 차데모 + AC 3상 + DC 콤보,경기도 성남시 분당구 성남대로 43번길 11 ,37.3378677,127.1086182,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:48,2022-08-11 7:56,2022-08-11 8:20,50,단독,41,41130,E0,E001,유료,제한 없음
홈플러스 의정부점,ME000117,1,DC 차 데모 + AC 3상,경기도 의정부시 청사로 38,37.75264066,127.0713202,10:00~23:40,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:23,2022-08-09 11:05,2022-08-09 11:05,50,단독,41,41150,E0,E001,유료,제한 없음
홈플러스 안양점,ME000118,1,DC 차 데모 + AC 3상,경기도 안양시 동안구 엘에스로 92,37.370042,126.953179,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2022-08-19 17:33,2022-08-10 14:47,2022-08-10 15:03,50,단독,41,41170,E0,E001,유료,제한 없음
안양시청,ME000119,1,DC 차데모 + AC 3상 + DC 콤보,경기도 안양시 동안구 관앙동 1590,37.394966,126.957851,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-02-17 15:43,2022-01-26 9:36,2022-01-26 9:59,50,단독,41,41170,A0,A001,유료,제한 없음
이마트 중동점,ME000120,1,DC 차 데모 + AC 3상,경기도 부천시 원미구 석천로 188,37.50395069,126.7640929,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:23,2021-10-18 11:36,2021-10-18 11:38,50,단독,41,41190,E0,E001,유료,제한 없음
홈플러스 안산점,ME000124,1,DC 차 데모 + AC 3상,경기도 안산시 상록구 충장로 432,37.317494,126.850333,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:18,2021-05-01 14:26,2021-04-22 16:40,50,단독,41,41270,E0,E001,유료,제한 없음
롯데마트 주엽점,ME000128,1,DC 차 데모 + AC 3상,경기도 고양시 일산서구 중앙로 1496,37.673095,126.755524,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:23,2021-10-22 12:43,2021-10-22 13:19,50,단독,41,41280,E0,E001,유료,제한 없음
롯데마트 고양점,ME000129,1,DC 차 데모 + AC 3상,경기도 고양시 덕양구 충장로 150,37.625167,126.836274,10:00~23:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:23,2021-11-05 12:53,2021-11-05 13:18,50,단독,41,41280,E0,E001,유료,제한 없음
고양종합운동장 부설주차장,ME000130,1,DC 차데모 + AC 3상 + DC 콤보,경기도 고양시 일산서구 중앙로 1601,37.678997,126.741799,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-14 11:08,2021-09-13 14:24,2021-09-13 14:28,50,단독,41,41280,A0,A004,무료,제한 없음
이마트 다산점,ME000132,1,DC 차 데모 + AC 3상,경기도 남양주시 도농로 24,37.608762,127.159746,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:18,2021-04-10 12:51,2021-04-10 13:11,50,단독,41,41360,E0,E001,유료,제한 없음
롯데마트 마석점,ME000134,1,DC 차데모 + AC 3상 + DC 콤보,경기도 남양주시 화도읍 경춘로 1992,37.650216,127.309384,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 23:08,2021-11-24 17:06,2021-11-24 17:47,50,단독,41,41360,E0,E001,유료,제한 없음
홈플러스 시화점,ME000135,1,DC 차 데모 + AC 3상,경기도 시흥시 희망공원로 269,37.345145,126.725226,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-23 18:33,2021-10-16 18:10,2021-10-16 18:37,50,단독,41,41390,E0,E001,유료,제한 없음
의왕휴게소(서울방향),ME000136,1,DC 차데모 + AC 3상 + DC 콤보,경기도 의왕시 오전로 24,37.347493,126.985383,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-10 9:58,2021-08-01 18:36,2021-08-01 18:53,50,단독,41,41430,C0,C002,유료,제한 없음
의왕휴게소(의왕방향),ME000137,1,DC 차데모 + AC 3상 + DC 콤보,경기도 의왕시 오전로 24,37.348306,126.983728,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-05-04 17:38,2022-05-04 15:50,2022-05-04 16:30,50,단독,41,41430,C0,C002,유료,제한 없음
이마트 하남점,ME000138,1,DC 차 데모 + AC 3상,경기도 하남시 덕풍서로 70,37.552817,127.205407,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2022-01-17 13:53,2021-05-03 12:21,2021-05-03 13:02,50,단독,41,41450,E0,E001,유료,제한 없음
이마트 보라점,ME000140,1,DC 차 데모 + AC 3상,경기도 용인시 기흥구 한보라1로 92,37.247521,127.105052,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:23,2021-11-05 11:15,2021-11-05 11:40,50,단독,41,41460,E0,E001,유료,제한 없음
이마트 죽전점,ME000141,1,DC 차 데모 + AC 3상,경기도 용인시 수지구 포은대로 552,37.32554335,127.1102209,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-10-07 15:43,2021-08-04 17:22,2021-08-04 17:50,50,단독,41,41460,E0,E001,유료,제한 없음
홈플러스 파주문산점,ME000143,1,DC 차데모 + AC 3상 + DC 콤보,경기도 파주시 문산읍 방촌로 1759,37.869915,126.785434,10:00~22:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:23,2021-10-15 11:09,2021-10-15 11:31,50,단독,41,41480,E0,E001,유료,제한 없음
이마트 이천점,ME000145,1,DC 차 데모 + AC 3상,경기도 이천시 이섭대천로 1440-50,37.293832,127.459068,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:28,2021-10-31 18:16,2021-10-31 18:50,50,단독,41,41500,E0,E001,유료,제한 없음
홈플러스 풍무점,ME000153,1,DC 차 데모 + AC 3상,경기도 김포시 풍무로 167,37.609884,126.724018,09:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-11-24 16:28,2021-10-23 10:58,2021-10-23 11:38,50,단독,41,41570,E0,E001,유료,제한 없음
홈플러스 병점점,ME000154,1,DC 차 데모 + AC 3상,경기도 화성시 경기대로 985,37.203717,127.03676,10:00~24:00,ME,환경부,환경부,1661-9408,상태미확인,2021-08-03 11:18,2021-05-27 17:21,2021-05-27 17:58,50,단독,41,41590,E0,E001,유료,제한 없음
송산포도휴게소(평택방향),ME000158,1,DC 차데모 + AC 3상 + DC 콤보,경기도 화성시 송산면 평택시흥고속도로 25,37.2380223,126.7566458,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 12:43,2022-08-11 9:29,2022-08-11 10:09,50,단독,41,41590,C0,C001,유료,제한 없음
송산포도휴게소(시흥방향),ME000159,1,DC 차데모 + AC 3상 + DC 콤보,경기도 화성시 송산면 평택시흥고속도로 25,37.2363191,126.7571394,,ME,환경부,환경부,1661-9408,상태미확인,2022-08-23 16:38,2022-08-11 11:43,2022-08-11 12:11,50,단독,41,41590,C0,C001,유료,제한 없음
경안동 공영주차장,ME000160,1,DC 차데모 + AC 3상 + DC 콤보,경기도 광주시 경안로 13-6,37.40939,127.258993,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2021-09-13 14:28,2021-09-13 10:07,2021-09-13 10:47,50,단독,41,41610,B0,B001,무료,제한 없음
