stationName,stationId,chargerId,chargerType,address,latitude,longitude,useTime,businessId,bnm,businessName,businessCall,status,statUpdDt,lastTsdt,lastTedt,output,method,zcode,zscode,kind,kindDetail,parkingFree,limitYn
건천휴게소(서울방향),ME178047,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 경주시 건천읍 경부고속도로 76 (방내리),35.8318434,129.1092475,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:14,2022-08-23 20:34,2022-08-23 21:14,50,단독,47,47130,C0,C001,무료,제한 없음
고성휴게소(통영방향),ME178048,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 고성군 대가면 통영대전고속도로 29 (송계리),35.0515247,128.2640664,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 15:21,2022-08-23 15:04,2022-08-23 15:21,50,단독,48,48820,C0,C001,무료,제한 없음
고성휴게소(하남방향),ME178049,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 고성군 대가면 통영대전고속도로 32 (신전리),35.0570523,128.2513447,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:54,2022-08-23 15:58,2022-08-23 16:24,50,단독,48,48820,C0,C001,무료,제한 없음
산청휴게소(통영방향),ME178050,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 산청군 단성면 통영대전고속도로 77 (방목리),35.3333219,127.9375368,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:23,2022-08-23 19:25,2022-08-23 20:07,50,단독,48,48860,C0,C001,무료,제한 없음
산청휴게소(통영방향),ME178050,2,DC 차데모 + AC 3상 + DC 콤보,경상남도 산청군 단성면 통영대전고속도로 77 (방목리),35.3333219,127.9375368,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:32,2022-08-23 21:26,2022-08-23 21:32,50,단독,48,48860,C0,C001,무료,제한 없음
산청휴게소(하남방향),ME178051,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 산청군 단성면 통영대전고속도로 76 (방목리),35.3340661,127.9386829,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:58,2022-08-23 20:33,2022-08-23 20:58,50,단독,48,48860,C0,C001,무료,제한 없음
산청휴게소(하남방향),ME178051,2,DC 차데모 + AC 3상 + DC 콤보,경상남도 산청군 단성면 통영대전고속도로 76 (방목리),35.3340661,127.9386829,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:39,2022-08-23 17:54,2022-08-23 18:18,50,단독,48,48860,C0,C001,무료,제한 없음
덕유산휴게소(통영방향),ME178052,1,DC 차데모 + AC 3상 + DC 콤보,전라북도 장수군 계북면 당저길 59 (양악리),35.8141655,127.6435798,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:56,2022-08-23 20:22,2022-08-23 20:56,50,단독,45,45740,C0,C001,무료,제한 없음
덕유산휴게소(하남방향),ME178053,1,DC 차데모 + AC 3상 + DC 콤보,전라북도 무주군 안성면 통영대전고속도로 148 (공진리),35.8170253,127.6459339,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:32,2022-08-23 16:51,2022-08-23 17:21,50,단독,45,45730,C0,C001,무료,제한 없음
인삼랜드휴게소(통영방향),ME178054,1,DC 차데모 + AC 3상 + DC 콤보,충청남도 금산군 군북면 어필각로 300 (외부리),36.1536077,127.4953731,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:51,2022-08-23 19:29,2022-08-23 20:09,50,단독,44,44710,C0,C001,무료,제한 없음
인삼랜드휴게소(하남방향),ME178055,1,DC 차데모 + AC 3상 + DC 콤보,충청남도 금산군 군북면 대암길 34-30 (외부리),36.1550665,127.4964759,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:47,2022-08-23 17:28,2022-08-23 17:54,50,단독,44,44710,C0,C001,무료,제한 없음
함양휴게소(통영방향),ME178056,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 함양군 지곡면 효산길 23-31 (보산리),35.5510049,127.7588744,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:58,2022-08-23 20:32,2022-08-23 21:12,50,단독,48,48870,C0,C001,무료,제한 없음
함양휴게소(하남방향),ME178057,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 함양군 지곡면 효산길 23-11 (보산리),35.5517867,127.7601314,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:31,2022-08-23 20:41,2022-08-23 20:54,50,단독,48,48870,C0,C001,무료,제한 없음
문경휴게소(마산방향),ME178058,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 문경시 중부내륙고속도로 173,36.6197424,128.1505644,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 5:27,2022-08-23 4:45,2022-08-23 5:25,50,단독,47,47280,C0,C001,무료,제한 없음
문경휴게소(양평방향),ME178059,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 문경시 중부내륙고속도로 174 (유곡동),36.6212807,128.1519843,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:54,2022-08-23 21:26,2022-08-23 21:54,50,단독,47,47280,C0,C001,무료,제한 없음
문경휴게소(양평방향),ME178059,2,DC 차데모 + AC 3상 + DC 콤보,경상북도 문경시 중부내륙고속도로 174 (유곡동),36.6212807,128.1519843,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:46,2022-08-23 20:35,2022-08-23 21:16,50,단독,47,47280,C0,C001,무료,제한 없음
서여주휴게소(마산방향),ME178060,1,DC 차데모 + AC 3상 + DC 콤보,경기도 여주시 능서면 중부내륙고속도로 271 (매류리),37.2788058,127.5784578,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:16,2022-08-23 18:09,2022-08-23 18:16,50,단독,41,41670,C0,C001,무료,제한 없음
서여주휴게소(마산방향),ME178060,2,DC 차데모 + AC 3상 + DC 콤보,경기도 여주시 능서면 중부내륙고속도로 271 (매류리),37.2788058,127.5784578,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:36,2022-08-23 15:43,2022-08-23 16:27,50,단독,41,41670,C0,C001,무료,제한 없음
서여주휴게소(양평방향),ME178061,1,DC 차데모 + AC 3상 + DC 콤보,경기도 여주시 능서면 중부내륙고속도로 272 (매류리),37.278818,127.5803924,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 7:07,2022-08-23 6:45,2022-08-23 7:07,50,단독,41,41670,C0,C001,무료,제한 없음
서여주휴게소(양평방향),ME178061,2,DC 차데모 + AC 3상 + DC 콤보,경기도 여주시 능서면 중부내륙고속도로 272 (매류리),37.278818,127.5803924,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:05,2022-08-23 20:21,2022-08-23 21:04,50,단독,41,41670,C0,C001,무료,제한 없음
영산휴게소(마산방향),ME178062,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 창녕군 영산면 장척호수길 56-110 (신제리),35.4295445,128.4963675,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:08,2022-08-23 14:10,2022-08-23 14:32,50,단독,48,48740,C0,C001,무료,제한 없음
영산휴게소(마산방향),ME178062,2,DC 차데모 + AC 3상 + DC 콤보,경상남도 창녕군 영산면 장척호수길 56-110 (신제리),35.4295445,128.4963675,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:12,2022-08-23 17:46,2022-08-23 18:12,50,단독,48,48740,C0,C001,무료,제한 없음
괴산휴게소(마산방향),ME178063,1,DC 차데모 + AC 3상 + DC 콤보,충청북도 괴산군 장연면 중부내륙고속도로 205 (오가리),36.8310897,127.9582206,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:22,2022-08-23 20:10,2022-08-23 20:22,50,단독,43,43760,C0,C001,무료,제한 없음
괴산휴게소(양평방향),ME178064,1,DC 차데모 + AC 3상 + DC 콤보,충청북도 괴산군 장연면 중부내륙고속도로 204 (오가리),36.8315471,127.9599952,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:45,2022-08-23 18:01,2022-08-23 18:40,50,단독,43,43760,C0,C001,무료,제한 없음
괴산휴게소(양평방향),ME178064,2,DC 차데모 + AC 3상 + DC 콤보,충청북도 괴산군 장연면 중부내륙고속도로 204 (오가리),36.8315471,127.9599952,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:26,2022-08-23 20:45,2022-08-23 21:26,50,단독,43,43760,C0,C001,무료,제한 없음
칠서휴게소(양평방향),ME178065,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 함안군 칠서면 계룡로 122-1 (계내리),35.3704567,128.4967833,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:43,2022-08-23 19:57,2022-08-23 20:40,50,단독,48,48730,C0,C001,무료,제한 없음
칠서휴게소(양평방향),ME178065,2,DC 차데모 + AC 3상 + DC 콤보,경상남도 함안군 칠서면 계룡로 122-1 (계내리),35.3704567,128.4967833,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:35,2022-08-23 19:27,2022-08-23 20:10,50,단독,48,48730,C0,C001,무료,제한 없음
하남만남휴게소(통영방향),ME178066,1,DC 차데모 + AC 3상 + DC 콤보,경기도 하남시 중부고속도로 117-1 (천현동),37.5307192,127.2070906,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:29,2022-08-23 20:46,2022-08-23 21:29,50,단독,41,41450,C0,C001,무료,제한 없음
현풍휴게소(대구방향),ME178067,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 달성군 현풍면 비슬로 741 (성하리),35.7021668,128.4379186,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 12:37,2022-08-23 11:56,2022-08-23 12:37,50,단독,27,27710,C0,C001,무료,제한 없음
현풍휴게소(대구방향),ME178067,2,DC 차데모 + AC 3상 + DC 콤보,대구광역시 달성군 현풍면 비슬로 741 (성하리),35.7021668,128.4379186,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:03,2022-08-23 19:44,2022-08-23 20:03,50,단독,27,27710,C0,C001,무료,제한 없음
현풍휴게소(현풍방향),ME178068,1,DC 차데모 + AC 3상 + DC 콤보,대구광역시 달성군 현풍면 성하길 48 (성하리),35.7016332,128.4358089,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:13,2022-08-23 16:47,2022-08-23 16:53,50,단독,27,27710,C0,C001,무료,제한 없음
현풍휴게소(현풍방향),ME178068,2,DC 차데모 + AC 3상 + DC 콤보,대구광역시 달성군 현풍면 성하길 48 (성하리),35.7016332,128.4358089,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:35,2022-08-23 16:34,2022-08-23 16:58,50,단독,27,27710,C0,C001,무료,제한 없음
충주휴게소(마산방향),ME178069,1,DC 차데모 + AC 3상 + DC 콤보,충청북도 충주시 중앙탑면 중부내륙고속도로 231 (용전리),37.0218787,127.8379119,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:24,2022-08-23 20:03,2022-08-23 20:16,50,단독,43,43130,C0,C001,무료,제한 없음
충주휴게소(양평방향),ME178070,1,DC 차데모 + AC 3상 + DC 콤보,충청북도 충주시 중앙탑면 중부내륙고속도로 230 (용전리),37.0235629,127.8390638,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:54,2022-08-23 18:37,2022-08-23 18:52,50,단독,43,43130,C0,C001,무료,제한 없음
군위휴게소(부산방향),ME178071,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 군위군 군위읍 경북대로 4084 (오곡리),36.2659378,128.5749302,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:14,2022-08-23 18:47,2022-08-23 19:00,50,단독,47,47720,C0,C001,무료,제한 없음
군위휴게소(부산방향),ME178071,2,DC 차데모 + AC 3상 + DC 콤보,경상북도 군위군 군위읍 경북대로 4084 (오곡리),36.2659378,128.5749302,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 22:00,2022-08-23 21:47,2022-08-23 22:00,50,단독,47,47720,C0,C001,무료,제한 없음
동명휴게소(춘천방향),ME178072,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 칠곡군 동명면 중앙고속도로 122 (가천리),36.0068197,128.5488571,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:42,2022-08-23 19:21,2022-08-23 19:42,50,단독,47,47850,C0,C001,무료,제한 없음
원주휴게소(부산방향),ME178073,1,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 호저면 마근거리길 120 (옥산리) 211,37.4341859,127.9294104,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:36,2022-08-23 20:55,2022-08-23 21:36,50,단독,42,42130,C0,C001,무료,제한 없음
원주휴게소(부산방향),ME178073,2,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 호저면 마근거리길 120 (옥산리) 211,37.4341859,127.9294104,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:57,2022-08-23 21:14,2022-08-23 21:57,50,단독,42,42130,C0,C001,무료,제한 없음
원주휴게소(부산방향),ME178073,3,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 호저면 마근거리길 120 (옥산리) 211,37.4341859,127.9294104,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:20,2022-08-23 15:53,2022-08-23 16:03,50,단독,42,42130,C0,C001,무료,제한 없음
원주휴게소(춘천방향),ME178074,1,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 호저면 마근거리길 110 (옥산리) 215,37.4345864,127.9317944,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:55,2022-08-23 18:12,2022-08-23 18:55,50,단독,42,42130,C0,C001,무료,제한 없음
원주휴게소(춘천방향),ME178074,2,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 호저면 마근거리길 110 (옥산리) 215,37.4345864,127.9317944,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:51,2022-08-23 20:43,2022-08-23 20:51,50,단독,42,42130,C0,C001,무료,제한 없음
원주휴게소(춘천방향),ME178074,3,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 호저면 마근거리길 110 (옥산리) 215,37.4345864,127.9317944,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 16:49,2022-08-23 16:15,2022-08-23 16:49,50,단독,42,42130,C0,C001,무료,제한 없음
단양휴게소(부산방향),ME178075,1,DC 차데모 + AC 3상 + DC 콤보,충청북도 단양군 적성면 기동2길 32-37 (기동리),36.9946821,128.2885772,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:16,2022-08-23 18:35,2022-08-23 19:16,50,단독,43,43800,C0,C001,무료,제한 없음
단양휴게소(춘천방향),ME178076,1,DC 차데모 + AC 3상 + DC 콤보,충청북도 단양군 단성면 하방3길 100 (하방리),36.9434738,128.3235426,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:39,2022-08-23 21:10,2022-08-23 21:36,50,단독,43,43800,C0,C001,무료,제한 없음
치악휴게소(부산방향),ME178077,1,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 신림면 치악로 416 (금창리),37.2533111,128.0494506,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:37,2022-08-23 18:54,2022-08-23 19:37,50,단독,42,42130,C0,C001,무료,제한 없음
치악휴게소(부산방향),ME178077,2,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 신림면 치악로 416 (금창리),37.2533111,128.0494506,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:52,2022-08-23 21:31,2022-08-23 21:52,50,단독,42,42130,C0,C001,무료,제한 없음
치악휴게소(춘천방향),ME178078,1,DC 차데모 + AC 3상 + DC 콤보,강원도 원주시 신림면 다리실2길 32 (금창리),37.2569717,128.0478759,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:41,2022-08-23 21:21,2022-08-23 21:41,50,단독,42,42130,C0,C001,무료,제한 없음
홍천강휴게소(춘천방향),ME178079,1,DC 차데모 + AC 3상 + DC 콤보,강원도 홍천군 북방면 도사곡길 223 (소매곡리),37.7130398,127.8271364,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:24,2022-08-23 20:55,2022-08-23 21:24,50,단독,42,42720,C0,C001,무료,제한 없음
구정휴게소(속초방향),ME178080,1,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 구정면 회산로 88-35 (제비리),37.7217383,128.8520668,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:42,2022-08-23 18:06,2022-08-23 18:42,50,단독,42,42150,C0,C001,무료,제한 없음
구정휴게소(속초방향),ME178080,2,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 구정면 회산로 88-35 (제비리),37.7217383,128.8520668,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:24,2022-08-23 15:03,2022-08-23 15:10,50,단독,42,42150,C0,C001,무료,제한 없음
구정휴게소(속초방향),ME178080,3,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 구정면 회산로 88-35 (제비리),37.7217383,128.8520668,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 15:01,2022-08-23 14:26,2022-08-23 15:01,50,단독,42,42150,C0,C001,무료,제한 없음
구정휴게소(동해방향),ME178081,1,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 구정면 동해고속도로 345 (제비리),37.7231217,128.8536408,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-20 11:26,2022-08-20 3:28,2022-08-20 4:11,50,단독,42,42150,C0,C001,무료,제한 없음
구정휴게소(동해방향),ME178081,2,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 구정면 동해고속도로 345 (제비리),37.7231217,128.8536408,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-19 15:00,2022-08-19 14:26,2022-08-19 15:00,50,단독,42,42150,C0,C001,무료,제한 없음
구정휴게소(동해방향),ME178081,3,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 구정면 동해고속도로 345 (제비리),37.7231217,128.8536408,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 14:54,2022-08-23 11:48,2022-08-23 12:15,50,단독,42,42150,C0,C001,무료,제한 없음
동해휴게소(동해방향),ME178082,1,DC 차데모 + AC 3상 + DC 콤보,강원도 동해시 동해대로 6437 동해휴게소동해방향 (망상동),37.60143,129.0738745,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:25,2022-08-23 18:52,2022-08-23 19:25,50,단독,42,42170,C0,C001,무료,제한 없음
동해휴게소(동해방향),ME178082,2,DC 차데모 + AC 3상 + DC 콤보,강원도 동해시 동해대로 6437 동해휴게소동해방향 (망상동),37.60143,129.0738745,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:48,2022-08-23 18:25,2022-08-23 18:48,50,단독,42,42170,C0,C001,무료,제한 없음
옥계휴게소(속초방향),ME178083,1,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 옥계면 동해고속도로 320 (주수리),37.6151752,129.0609174,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:40,2022-08-23 19:26,2022-08-23 19:40,50,단독,42,42150,C0,C001,무료,제한 없음
옥계휴게소(속초방향),ME178083,2,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 옥계면 동해고속도로 320 (주수리),37.6151752,129.0609174,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-11 18:58,2022-08-11 18:19,2022-08-11 18:22,50,단독,42,42150,C0,C001,무료,제한 없음
옥계휴게소(속초방향),ME178083,3,DC 차데모 + AC 3상 + DC 콤보,강원도 강릉시 옥계면 동해고속도로 320 (주수리),37.6151752,129.0609174,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-22 19:30,2022-08-21 16:21,2022-08-21 17:03,50,단독,42,42150,C0,C001,무료,제한 없음
사천휴게소(부산방향),ME178084,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 사천시 곤양면 서삼로 619 (묵곡리),35.0732831,128.0110198,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 20:07,2022-08-23 19:58,2022-08-23 20:07,50,단독,48,48240,C0,C001,무료,제한 없음
사천휴게소(순천방향),ME178085,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 사천시 곤양면 묵실길 31-11 (묵곡리),35.0748033,128.0134007,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:41,2022-08-23 18:01,2022-08-23 18:41,50,단독,48,48240,C0,C001,무료,제한 없음
보성녹차휴게소(광양방향),ME178086,1,DC 차데모 + AC 3상 + DC 콤보,전라남도 보성군 겸백면 남해고속도로 70 (수남리),34.8080819,127.1818816,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:49,2022-08-23 18:37,2022-08-23 18:39,50,단독,46,46780,C0,C001,무료,제한 없음
보성녹차휴게소(목포방향),ME178087,1,DC 차데모 + AC 3상 + DC 콤보,전라남도 보성군 미력면 화방리 1647-1,34.8142816,127.1249081,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:32,2022-08-23 18:16,2022-08-23 18:32,50,단독,46,46780,C0,C001,무료,제한 없음
함안휴게소(부산방향),ME178088,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 함안군 군북면 현포로 205 (유현리),35.2940514,128.3473478,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 19:19,2022-08-23 19:00,2022-08-23 19:19,50,단독,48,48730,C0,C001,무료,제한 없음
거창휴게소(고서방향),ME178089,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 거창군 가조면 가조가야로 1523 (도리),35.7084155,128.0576192,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:14,2022-08-23 20:32,2022-08-23 21:14,50,단독,48,48880,C0,C001,무료,제한 없음
거창휴게소(옥포방향),ME178090,1,DC 차데모 + AC 3상 + DC 콤보,경상남도 거창군 가조면 가조가야로 1543-81 (도리),35.7056972,128.0571946,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-23 16:03,2022-08-22 23:09,2022-08-22 23:28,50,단독,48,48880,C0,C001,무료,제한 없음
함평나비휴게소(광주방향),ME178091,1,DC 차데모 + AC 3상 + DC 콤보,전라남도 함평군 엄다면 무안광주고속도로 12 (화양리),35.0375226,126.5121951,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-23 19:43,2022-08-23 3:00,2022-08-23 3:19,50,단독,46,46860,C0,C001,무료,제한 없음
함평나비휴게소(광주방향),ME178091,2,DC 차데모 + AC 3상 + DC 콤보,전라남도 함평군 엄다면 무안광주고속도로 12 (화양리),35.0375226,126.5121951,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:57,2022-08-23 18:22,2022-08-23 18:57,50,단독,46,46860,C0,C001,무료,제한 없음
지리산휴게소(고서방향),ME178092,1,DC 차데모 + AC 3상 + DC 콤보,전라북도 남원시 아영면 88올림픽고속도로 75 (아곡리),35.4836213,127.5667699,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 21:59,2022-08-23 21:19,2022-08-23 21:59,50,단독,45,45190,C0,C001,무료,제한 없음
지리산휴게소(고서방향),ME178092,2,DC 차데모 + AC 3상 + DC 콤보,전라북도 남원시 아영면 88올림픽고속도로 75 (아곡리),35.4836213,127.5667699,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 12:44,2022-08-23 12:03,2022-08-23 12:44,50,단독,45,45190,C0,C001,무료,제한 없음
지리산휴게소(옥포방향),ME178093,1,DC 차데모 + AC 3상 + DC 콤보,전라북도 남원시 아영면 88올림픽고속도로 76 (아곡리),35.4808967,127.566233,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-03-09 23:13,2022-03-08 16:56,2022-03-08 17:21,50,단독,45,45190,C0,C001,무료,제한 없음
지리산휴게소(옥포방향),ME178093,2,DC 차데모 + AC 3상 + DC 콤보,전라북도 남원시 아영면 88올림픽고속도로 76 (아곡리),35.4808967,127.566233,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:46,2022-08-23 18:28,2022-08-23 18:46,50,단독,45,45190,C0,C001,무료,제한 없음
강천산휴게소(대구방향),ME178094,1,DC 차데모 + AC 3상 + DC 콤보,전라북도 순창군 순창읍 88올림픽고속도로 22 (백산리),35.364473,127.1048023,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 17:32,2022-08-23 17:08,2022-08-23 17:32,50,단독,45,45770,C0,C001,무료,제한 없음
강천산휴게소(대구방향),ME178094,2,DC 차데모 + AC 3상 + DC 콤보,전라북도 순창군 순창읍 88올림픽고속도로 22 (백산리),35.364473,127.1048023,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 18:41,2022-08-23 18:30,2022-08-23 18:41,50,단독,45,45770,C0,C001,무료,제한 없음
남성주휴게소(창원방향),ME178095,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 성주군 선남면 중부내륙고속도로 77 (명포리),35.8696384,128.3167169,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 16:04,2022-08-23 11:32,2022-08-23 12:15,50,단독,47,47840,C0,C001,무료,제한 없음
외동휴게소(울산방향),ME178096,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 경주시 외동읍 상석길 58-70 (석계리),35.6721564,129.2862024,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-08-19 17:28,2022-08-19 14:38,2022-08-19 15:23,50,단독,47,47130,C0,C001,무료,제한 없음
외동휴게소(울산방향),ME178096,2,DC 차데모 + AC 3상 + DC 콤보,경상북도 경주시 외동읍 상석길 58-70 (석계리),35.6721564,129.2862024,24시간 이용가능,ME,환경부,환경부,1661-9408,상태미확인,2022-05-25 10:13,2022-05-24 16:18,2022-05-24 16:55,50,단독,47,47130,C0,C001,무료,제한 없음
외동휴게소(포항방향),ME178097,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 경주시 외동읍 상석길 58-74 (석계리),35.6730757,129.2882193,24시간 이용가능,ME,환경부,환경부,1661-9408,충전중,2022-08-23 21:46,2022-08-23 21:03,2022-08-23 21:44,50,단독,47,47130,C0,C001,무료,제한 없음
외동휴게소(포항방향),ME178097,2,DC 차데모 + AC 3상 + DC 콤보,경상북도 경주시 외동읍 상석길 58-74 (석계리),35.6730757,129.2882193,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 15:11,2022-08-23 14:45,2022-08-23 15:11,50,단독,47,47130,C0,C001,무료,제한 없음
와촌휴게소(포항방향),ME178098,1,DC 차데모 + AC 3상 + DC 콤보,경상북도 경산시 와촌면 강학길 103 (강학리),35.9520202,128.7754218,24시간 이용가능,ME,환경부,환경부,1661-9408,충전대기,2022-08-23 16:25,2022-08-23 13:36,2022-08-23 13:59,50,단독,47,47290,C0,C001,무료,제한 없음
